scenario,p,severity,log_return,S_T,pnl_$
Aggressive tariffs / restrictions,0.2,2,-0.0004025356731298,400.2288758186161,-577.0
No new measures,0.45,0,0.0498443826182727,420.85295254679386,-577.0
Aggressive tariffs / restrictions,0.2,2,0.2205757886502558,499.2040336944038,-577.0
Mild tariffs / tighter language,0.3,1,0.0808607857132236,434.1108405227959,-577.0
No new measures,0.45,0,-0.0470317717327032,381.9949302634769,-276.4930263476874
Aggressive + retaliation,0.05,3,0.0660718712922313,427.7380519157617,-577.0
Aggressive tariffs / restrictions,0.2,2,0.0692883172522947,429.116063206215,-577.0
Aggressive tariffs / restrictions,0.2,2,-0.0066011255479924,397.7556941994275,-577.0
No new measures,0.45,0,0.0940277259192493,439.86454823984,-577.0
Mild tariffs / tighter language,0.3,1,-0.0765177141750082,370.8958867488841,833.4113251115905
No new measures,0.45,0,0.0629878513067089,426.42093127222654,-577.0
Aggressive tariffs / restrictions,0.2,2,0.1218478654768131,452.2734497211504,-577.0
Mild tariffs / tighter language,0.3,1,0.2424706638878234,510.2545774158791,-577.0
Aggressive tariffs / restrictions,0.2,2,-0.1313934231100235,351.09108301770874,2813.8916982291257
No new measures,0.45,0,0.0211879691346316,408.9639775950357,-577.0
No new measures,0.45,0,0.1031170488746231,443.880844230331,-577.0
Mild tariffs / tighter language,0.3,1,0.1568081099546481,468.364677845557,-577.0
No new measures,0.45,0,-0.150116449096227,344.5787510683128,2923.0
Aggressive tariffs / restrictions,0.2,2,-0.0160605478299174,394.0108948659708,-577.0
Mild tariffs / tighter language,0.3,1,0.0436665503826581,418.26100815250265,-577.0
Aggressive tariffs / restrictions,0.2,2,-0.2267390586991745,319.162395480448,2922.9999999999995
No new measures,0.45,0,-0.0134242764976772,395.0509848700476,-577.0
Aggressive + retaliation,0.05,3,-0.3456575550475079,283.37795981474665,2923.0
Aggressive tariffs / restrictions,0.2,2,0.1305310682902604,456.21773152911015,-577.0
Aggressive tariffs / restrictions,0.2,2,0.2070868939465045,492.51553469181295,-577.0
No new measures,0.45,0,-0.0497529237740662,380.9568769701558,-172.6876970155804
Mild tariffs / tighter language,0.3,1,0.108205198392928,446.1451319663028,-577.0
No new measures,0.45,0,-0.0385935253661371,385.231935713268,-577.0
No new measures,0.45,0,0.0281325106599858,411.8139292700671,-577.0
Mild tariffs / tighter language,0.3,1,0.1453992031371014,463.05151519953023,-577.0
Mild tariffs / tighter language,0.3,1,-0.0291500434545237,388.8870980961652,-577.0
Aggressive + retaliation,0.05,3,0.2060329284715849,491.9967137800778,-577.0
No new measures,0.45,0,-0.0531198244784905,379.67638983887736,-44.63898388773555
No new measures,0.45,0,0.2249069557522912,501.37085883593886,-577.0
Mild tariffs / tighter language,0.3,1,0.0084420322157115,403.7844277640169,-577.0
No new measures,0.45,0,0.0932223010739281,439.5104130379008,-577.0
No new measures,0.45,0,-0.0406911903793284,384.42469511593896,-519.469511593896
Mild tariffs / tighter language,0.3,1,0.1737214000054884,476.3536348227076,-577.0
No new measures,0.45,0,-0.1423660558543176,347.2597478613154,2923.0
Mild tariffs / tighter language,0.3,1,0.1820604752344057,480.3425926125676,-577.0
No new measures,0.45,0,-0.0180224438810873,393.23864423265104,-577.0
Aggressive tariffs / restrictions,0.2,2,0.0825289169793025,434.8355987166544,-577.0
Mild tariffs / tighter language,0.3,1,-0.06478527726745,375.2730263874088,395.6973612591223
No new measures,0.45,0,0.0092466472068497,404.1094495089332,-577.0
Aggressive tariffs / restrictions,0.2,2,0.0423655135569348,417.7171890192016,-577.0
Aggressive tariffs / restrictions,0.2,2,-0.0468046815049652,382.0816874296647,-285.16874296647256
No new measures,0.45,0,-0.0235579921959493,391.0678664839164,-577.0
No new measures,0.45,0,0.3179257412358116,550.2456692848019,-577.0
Mild tariffs / tighter language,0.3,1,0.3307808011795726,557.3647705467778,-577.0
No new measures,0.45,0,-0.1330981073699046,350.4930934112493,2873.6906588750726
No new measures,0.45,0,0.0501657334161876,420.9882157111985,-577.0
No new measures,0.45,0,0.0307169891609351,412.8796300638538,-577.0
Aggressive tariffs / restrictions,0.2,2,0.4180944540586794,608.2181170303987,-577.0
Mild tariffs / tighter language,0.3,1,-0.139762458488717,348.1650504363267,2923.0
Mild tariffs / tighter language,0.3,1,-0.260071249952056,308.69936013639807,2923.0
Aggressive tariffs / restrictions,0.2,2,-0.0016397669575967,399.7340063296394,-577.0
Mild tariffs / tighter language,0.3,1,0.2568298198311532,517.6342586626251,-577.0
Mild tariffs / tighter language,0.3,1,0.1286578734823842,455.3639467454116,-577.0
No new measures,0.45,0,0.0179064934456492,407.6241717173573,-577.0
No new measures,0.45,0,-0.1637480196362896,339.91347130314523,2922.9999999999995
Mild tariffs / tighter language,0.3,1,0.0585905767326748,424.5499579597594,-577.0
Mild tariffs / tighter language,0.3,1,0.1391525663099533,460.16801601420457,-577.0
Mild tariffs / tighter language,0.3,1,-0.0528875773901091,379.76457881536464,-53.457881536464356
Aggressive tariffs / restrictions,0.2,2,-0.2643927267715329,307.3682013649015,2923.0
Mild tariffs / tighter language,0.3,1,-0.1894585154771832,331.2855171748246,2922.9999999999995
Mild tariffs / tighter language,0.3,1,-0.0233122699548128,391.1639723636978,-577.0
Mild tariffs / tighter language,0.3,1,-0.0552367463170634,378.8734947305696,35.65052694304245
No new measures,0.45,0,0.040084071985123,416.7652779365606,-577.0
No new measures,0.45,0,0.0640693581517994,426.8823579013404,-577.0
No new measures,0.45,0,0.1209528207746205,451.868825871264,-577.0
No new measures,0.45,0,0.096612249169504,441.0028587530855,-577.0
No new measures,0.45,0,0.1756081959159664,477.2532653555472,-577.0
Aggressive tariffs / restrictions,0.2,2,0.1016018534538415,443.2087872851601,-577.0
No new measures,0.45,0,-0.1752285689514985,336.03339326365614,2923.0
No new measures,0.45,0,0.0194281884494924,408.2449235606125,-577.0
No new measures,0.45,0,0.3138439680177118,548.0042688047382,-577.0
No new measures,0.45,0,0.1586107123195146,469.20971452519984,-577.0
Mild tariffs / tighter language,0.3,1,-0.0927960581652308,364.9071911850798,1432.2808814920204
Mild tariffs / tighter language,0.3,1,-0.043049920603313,383.5190095226207,-428.90095226207063
Aggressive tariffs / restrictions,0.2,2,0.0141591745982345,406.099532414948,-577.0
Mild tariffs / tighter language,0.3,1,-0.04123726565054,384.2148276032377,-498.48276032377225
No new measures,0.45,0,-0.1115216185982762,358.13767878855947,2109.232121144053
Aggressive tariffs / restrictions,0.2,2,0.3615347071767643,574.7722157945718,-577.0
No new measures,0.45,0,0.0541532196411499,422.67025174126456,-577.0
No new measures,0.45,0,-0.0678855988074933,374.1113610388471,511.86389611528784
No new measures,0.45,0,-0.0016969543138106,399.71114725225993,-577.0
Mild tariffs / tighter language,0.3,1,-0.02618390189716,390.0423046851278,-577.0
Mild tariffs / tighter language,0.3,1,0.083827675981706,435.4007122587684,-577.0
No new measures,0.45,0,0.2595874254564574,519.0636597626103,-577.0
Mild tariffs / tighter language,0.3,1,0.1066232645921865,445.4399178501,-577.0
No new measures,0.45,0,0.147691812257938,464.1143291696773,-577.0
Mild tariffs / tighter language,0.3,1,0.0733103110756456,430.8454408036758,-577.0
No new measures,0.45,0,-0.1186698907541024,355.5867414507579,2364.3258549242073
No new measures,0.45,0,-0.0375584299943221,385.6308939512919,-577.0
No new measures,0.45,0,0.0447685442860743,418.7221832929494,-577.0
Mild tariffs / tighter language,0.3,1,-0.2930102484860988,298.6967546365952,2923.000000000001
No new measures,0.45,0,0.0162729681445245,406.95885087666574,-577.0
No new measures,0.45,0,0.0783441599175833,433.0197195308623,-577.0
No new measures,0.45,0,-0.0385408864538967,385.2522144370445,-577.0
Aggressive + retaliation,0.05,3,0.2885084996060972,534.2947261281176,-577.0
Aggressive tariffs / restrictions,0.2,2,0.0025156530953855,401.39852502741365,-577.0
Mild tariffs / tighter language,0.3,1,-0.0965184361430536,363.5513936536049,1567.8606346395081
No new measures,0.45,0,0.0053225395862454,402.52678783682114,-577.0
Aggressive + retaliation,0.05,3,0.063269957847307,426.5412443757452,-577.0
Aggressive tariffs / restrictions,0.2,2,-0.2286635270024277,318.54876820925693,2923.0
Mild tariffs / tighter language,0.3,1,-0.094767880806322,364.1883678525688,1504.1632147431228
No new measures,0.45,0,-0.0397917577765336,384.7706147624296,-554.0614762429602
No new measures,0.45,0,0.0051720268197062,402.4662069755886,-577.0
No new measures,0.45,0,0.1203305000253612,451.5877060074157,-577.0
Aggressive tariffs / restrictions,0.2,2,0.2965481981193401,538.6076085497323,-577.0
Mild tariffs / tighter language,0.3,1,0.1890138345748514,483.6942263182325,-577.0
No new measures,0.45,0,0.0765724032195138,432.2531931919931,-577.0
No new measures,0.45,0,-0.030688949383729,388.2890976863187,-577.0
Mild tariffs / tighter language,0.3,1,-0.0747407382463487,371.5555457371667,767.445426283329
No new measures,0.45,0,0.1663710029180631,472.8650832789813,-577.0
Aggressive tariffs / restrictions,0.2,2,0.0565342208141572,423.6778291519439,-577.0
Aggressive tariffs / restrictions,0.2,2,-0.0934517483935552,364.66800353064775,1456.1996469352248
Mild tariffs / tighter language,0.3,1,-0.2100016172968904,324.5493132247764,2923.0
No new measures,0.45,0,0.1590022762924136,469.3934761200043,-577.0
Mild tariffs / tighter language,0.3,1,0.1235375778754851,453.03830778983473,-577.0
Mild tariffs / tighter language,0.3,1,0.0464488781564583,419.4263678266892,-577.0
Mild tariffs / tighter language,0.3,1,0.3589530135265557,573.2902438366648,-577.0
No new measures,0.45,0,0.044561097699242,418.6353298142346,-577.0
No new measures,0.45,0,0.0169462615896089,407.2329458662055,-577.0
No new measures,0.45,0,0.2341036988272033,506.0031059535935,-577.0
Mild tariffs / tighter language,0.3,1,-0.1434377341370511,346.88779647277624,2923.0
No new measures,0.45,0,0.2173789798430239,497.6107219562977,-577.0
No new measures,0.45,0,-0.1181341426758432,355.7772974045798,2345.2702595420174
No new measures,0.45,0,0.1730335071813086,476.026067254148,-577.0
Mild tariffs / tighter language,0.3,1,0.0065730302168507,403.0304586657714,-577.0
No new measures,0.45,0,0.2299391463474469,503.90021131077447,-577.0
Aggressive tariffs / restrictions,0.2,2,0.3930094962260793,593.1507632710114,-577.0
Mild tariffs / tighter language,0.3,1,-0.0990692645454106,362.6252181924902,1660.4781807509808
No new measures,0.45,0,0.1152510965491007,449.2997255508481,-577.0
Mild tariffs / tighter language,0.3,1,-0.0988173233911039,362.716589918208,1651.3410081792
No new measures,0.45,0,-0.0054996546816123,398.1940518833146,-577.0
Aggressive + retaliation,0.05,3,0.0733504440428525,430.8627322565992,-577.0
Mild tariffs / tighter language,0.3,1,-0.0714217436311545,372.79078533558027,643.9214664419733
Aggressive tariffs / restrictions,0.2,2,-0.0006770780136438,400.1190111282522,-577.0
No new measures,0.45,0,0.0075296809736824,403.4162025407464,-577.0
Mild tariffs / tighter language,0.3,1,-0.1069738663317474,359.77010936041603,1945.9890639583973
Mild tariffs / tighter language,0.3,1,0.0586554027180527,424.57748072121177,-577.0
Aggressive tariffs / restrictions,0.2,2,-0.0911078720967966,365.5237427019209,1370.6257298079076
Mild tariffs / tighter language,0.3,1,0.0428054220184084,417.9009867692828,-577.0
Mild tariffs / tighter language,0.3,1,0.0306144404923412,412.8372919783955,-577.0
No new measures,0.45,0,0.2285235192148112,503.1873811693892,-577.0
No new measures,0.45,0,0.1344655057393202,458.016227371632,-577.0
Mild tariffs / tighter language,0.3,1,0.1982448022619327,488.1798636263238,-577.0
No new measures,0.45,0,0.1034950963798128,444.0486839997978,-577.0
No new measures,0.45,0,0.2953884603545679,537.9833270370976,-577.0
Aggressive tariffs / restrictions,0.2,2,0.1687497781770256,473.9912619718716,-577.0
Aggressive tariffs / restrictions,0.2,2,0.1699855520708005,474.57737007325017,-577.0
No new measures,0.45,0,-0.0636188000261903,375.71102924246463,351.8970757535367
Mild tariffs / tighter language,0.3,1,0.1066579679760802,445.455376390801,-577.0
No new measures,0.45,0,0.0349281082757651,414.6219814158461,-577.0
Mild tariffs / tighter language,0.3,1,0.1424264355144144,461.6770146950522,-577.0
No new measures,0.45,0,0.0651003743875244,427.3227075078707,-577.0
Mild tariffs / tighter language,0.3,1,0.0555001678823537,423.23995028454993,-577.0
Mild tariffs / tighter language,0.3,1,0.0745559758044655,431.3824641789557,-577.0
Aggressive tariffs / restrictions,0.2,2,0.1626438916582026,471.1059427952533,-577.0
No new measures,0.45,0,0.0219414823048392,409.2722534686733,-577.0
Aggressive tariffs / restrictions,0.2,2,0.2361428072622005,507.0359538416199,-577.0
No new measures,0.45,0,-0.1531056448201679,343.5502756620123,2923.0
No new measures,0.45,0,0.1525684872942689,466.3831916888487,-577.0
Mild tariffs / tighter language,0.3,1,0.1543231962315562,467.20227686137815,-577.0
No new measures,0.45,0,-0.0360528183453686,386.2119416237303,-577.0
Aggressive tariffs / restrictions,0.2,2,-0.3220537422856661,290.1463254961635,2923.0
Aggressive tariffs / restrictions,0.2,2,0.1483636015174537,464.4262209422425,-577.0
No new measures,0.45,0,-0.0379787540557767,385.4688380681033,-577.0
Aggressive + retaliation,0.05,3,0.1253679986661617,453.8683179295528,-577.0
No new measures,0.45,0,0.0060934516486301,402.8372202356636,-577.0
Mild tariffs / tighter language,0.3,1,-0.1127505451380502,357.6978242200375,2153.217577996251
No new measures,0.45,0,0.0199379477558714,408.453083260844,-577.0
Aggressive tariffs / restrictions,0.2,2,0.0186736749832156,407.93701344401904,-577.0
No new measures,0.45,0,0.0316226515104276,413.25372897775526,-577.0
No new measures,0.45,0,0.1482524647464453,464.3746089797219,-577.0
No new measures,0.45,0,0.170298633160342,474.725974534754,-577.0
Aggressive + retaliation,0.05,3,0.0494908467354137,420.7041922242669,-577.0
Aggressive tariffs / restrictions,0.2,2,0.0281107901321706,411.8049845513041,-577.0
Mild tariffs / tighter language,0.3,1,-0.0496750777455025,380.986534104412,-175.65341044119873
Aggressive tariffs / restrictions,0.2,2,-0.0821484738222224,368.8133298475073,1041.6670152492695
Aggressive tariffs / restrictions,0.2,2,-0.0676238716032594,374.2092889740873,502.0711025912685
Mild tariffs / tighter language,0.3,1,0.0441171212211947,418.44950682848736,-577.0
No new measures,0.45,0,0.0168092214711822,407.17714243881824,-577.0
Aggressive tariffs / restrictions,0.2,2,-0.0373749834706227,385.7016430873615,-577.0
Mild tariffs / tighter language,0.3,1,0.040036179207297,416.7453183676622,-577.0
No new measures,0.45,0,-0.0196022488329397,392.6178943362175,-577.0
No new measures,0.45,0,0.0308805533861317,412.9471679238829,-577.0
Mild tariffs / tighter language,0.3,1,-0.1486074622098331,345.09910839245447,2923.0
No new measures,0.45,0,-0.0513621880389301,380.344309705097,-111.43097050969754
Aggressive tariffs / restrictions,0.2,2,0.0282341861683014,411.85580278937664,-577.0
No new measures,0.45,0,0.0416329036452377,417.4112773368875,-577.0
No new measures,0.45,0,-0.0570005465947136,378.20582654512754,102.4173454872464
Aggressive tariffs / restrictions,0.2,2,-0.3729758498353345,275.74134178466056,2923.0
No new measures,0.45,0,0.2732966640340399,526.2286282253572,-577.0
No new measures,0.45,0,0.0584284251869284,424.4811221089004,-577.0
Mild tariffs / tighter language,0.3,1,0.1329579305758924,457.3262537070598,-577.0
Aggressive tariffs / restrictions,0.2,2,0.1284402323034379,455.26485158317735,-577.0
No new measures,0.45,0,-0.0131202299443694,395.17111702233615,-577.0
No new measures,0.45,0,0.1205410102715545,451.6827798532435,-577.0
Aggressive tariffs / restrictions,0.2,2,0.1731532412656599,476.0830672117887,-577.0
Aggressive + retaliation,0.05,3,-0.0244182637982731,390.731586570568,-577.0
Mild tariffs / tighter language,0.3,1,0.2203218245144761,499.0772698708226,-577.0
No new measures,0.45,0,-0.0877299771923941,366.7605311845912,1246.9468815408827
No new measures,0.45,0,-0.0317914332399631,387.8612511148731,-577.0
No new measures,0.45,0,0.0902264930030553,438.1956945007765,-577.0
No new measures,0.45,0,0.059230365227771,424.82166704736153,-577.0
Mild tariffs / tighter language,0.3,1,0.2105457934391249,494.2220460491106,-577.0
No new measures,0.45,0,0.1573927278219356,468.6385722586148,-577.0
Mild tariffs / tighter language,0.3,1,-0.0547263925849896,379.0669035818559,16.309641814408906
Mild tariffs / tighter language,0.3,1,0.144292616674999,462.5393920680759,-577.0
Mild tariffs / tighter language,0.3,1,-0.0173143057129166,393.5172101457688,-577.0
No new measures,0.45,0,-0.2486717931765486,312.2384989537475,2923.0
Aggressive tariffs / restrictions,0.2,2,0.0853389482478124,436.0592187458109,-577.0
Mild tariffs / tighter language,0.3,1,0.0437719199439912,418.30508245345845,-577.0
Mild tariffs / tighter language,0.3,1,0.1768076732566542,477.8260632935083,-577.0
No new measures,0.45,0,0.1326062859416616,457.1654656556353,-577.0
No new measures,0.45,0,-0.0137151309529076,394.93609923936367,-577.0
Aggressive tariffs / restrictions,0.2,2,0.106252254572675,445.2746858307499,-577.0
No new measures,0.45,0,-0.0810879964342603,369.20465550352014,1002.5344496479856
No new measures,0.45,0,-0.1405079209277249,347.9056031847564,2923.0
Mild tariffs / tighter language,0.3,1,0.2075772603542406,492.7571069899433,-577.0
Mild tariffs / tighter language,0.3,1,-0.022322351319368,391.5513845911103,-577.0
Aggressive + retaliation,0.05,3,-0.072694755101553,372.3165203262354,691.3479673764623
No new measures,0.45,0,-0.0150379663010826,394.4140092027307,-577.0
Aggressive tariffs / restrictions,0.2,2,0.1708005832680143,474.9643231033269,-577.0
No new measures,0.45,0,0.2155583578943075,496.7055851599651,-577.0
Mild tariffs / tighter language,0.3,1,-0.0322902704402676,387.6678197436533,-577.0
Mild tariffs / tighter language,0.3,1,0.2279125500007969,502.88004306723394,-577.0
No new measures,0.45,0,0.1488326916241327,464.6441297932161,-577.0
No new measures,0.45,0,0.2203288995472709,499.080800871365,-577.0
No new measures,0.45,0,0.0324477822924108,413.5948580690065,-577.0
Aggressive + retaliation,0.05,3,0.1684521010023785,473.85018659070255,-577.0
Mild tariffs / tighter language,0.3,1,0.0216648520848553,409.1590520533511,-577.0
Aggressive tariffs / restrictions,0.2,2,0.0452675905619253,418.9311971886032,-577.0
Aggressive tariffs / restrictions,0.2,2,0.3804405835639732,585.7421597100555,-577.0
Mild tariffs / tighter language,0.3,1,-0.3523057896297328,281.5002453217702,2923.0
Aggressive tariffs / restrictions,0.2,2,0.0052545424924267,402.49941811560535,-577.0
No new measures,0.45,0,0.0561573251034017,423.5181768834119,-577.0
No new measures,0.45,0,-0.1250464526369255,353.32653442260886,2590.3465577391144
Aggressive tariffs / restrictions,0.2,2,0.1723997422530265,475.7244742074168,-577.0
Aggressive tariffs / restrictions,0.2,2,-0.1491158478919645,344.92370953574283,2923.0
No new measures,0.45,0,-0.1250660894269948,353.3195962917481,2591.04037082519
Mild tariffs / tighter language,0.3,1,0.091421114814723,438.7194854389531,-577.0
Mild tariffs / tighter language,0.3,1,-0.0686666251832326,373.8192842730883,541.0715726911728
Aggressive tariffs / restrictions,0.2,2,-0.0183249695752643,393.1196974319663,-577.0
Mild tariffs / tighter language,0.3,1,-0.0019798389076313,399.59809111839706,-577.0
No new measures,0.45,0,0.0289310320537101,412.1429028315559,-577.0
No new measures,0.45,0,-0.1032193755313067,361.1234017985981,1810.659820140192
No new measures,0.45,0,-0.0474446373592208,381.8372502398378,-260.7250239837772
Mild tariffs / tighter language,0.3,1,0.1111786467251939,447.4736956938336,-577.0
Aggressive tariffs / restrictions,0.2,2,0.1953084768018227,486.748511150431,-577.0
Mild tariffs / tighter language,0.3,1,-0.2037697530864497,326.57817570603413,2923.0000000000005
No new measures,0.45,0,0.0493312266808485,420.6370447573319,-577.0
No new measures,0.45,0,0.1814213418071679,480.035687692147,-577.0
Mild tariffs / tighter language,0.3,1,0.1332427540504069,457.45652951155023,-577.0
Aggressive tariffs / restrictions,0.2,2,-0.0239159124898523,390.9279204044734,-577.0
No new measures,0.45,0,0.0457389396098856,419.12870655382784,-577.0
No new measures,0.45,0,-0.1015143624112914,361.73964714051687,1749.0352859483137
Mild tariffs / tighter language,0.3,1,-0.1607162825264416,340.9455633135232,2923.0
No new measures,0.45,0,-0.151110741073969,344.23630945211306,2923.0
Aggressive tariffs / restrictions,0.2,2,-0.0916872319412787,365.3120342568024,1391.7965743197594
No new measures,0.45,0,0.0575677912051158,424.1159563901284,-577.0
No new measures,0.45,0,-0.0229274512794672,391.3145285319404,-577.0
Aggressive tariffs / restrictions,0.2,2,0.0637021192312941,426.7256188671404,-577.0
No new measures,0.45,0,0.0571644752008672,423.9449381267785,-577.0
No new measures,0.45,0,0.022738272030362,409.5984873478205,-577.0
No new measures,0.45,0,0.0371103278828394,415.5277655837497,-577.0
No new measures,0.45,0,0.173816396504931,476.3988888999679,-577.0
No new measures,0.45,0,0.1579162908467093,468.8839983294339,-577.0
No new measures,0.45,0,0.0843214198078083,435.6157417527008,-577.0
No new measures,0.45,0,-0.0515264760555393,380.2818288253975,-105.1828825397497
No new measures,0.45,0,-0.0145623108398162,394.60165900499663,-577.0
Mild tariffs / tighter language,0.3,1,-0.0611118017248245,376.6541178213668,257.58821786331896
Mild tariffs / tighter language,0.3,1,0.0757143337862897,431.8824490243682,-577.0
No new measures,0.45,0,0.1267084620125229,454.4771197208951,-577.0
No new measures,0.45,0,0.1845443563085815,481.5371894915795,-577.0
Mild tariffs / tighter language,0.3,1,-0.1240022835136151,353.69565976140217,2553.4340238597833
Aggressive tariffs / restrictions,0.2,2,0.0120273143422906,405.2347071326992,-577.0
Aggressive tariffs / restrictions,0.2,2,-0.1548435118784932,342.95374944682493,2923.0
No new measures,0.45,0,-0.092207715776413,365.1219447217481,1410.8055278251907
No new measures,0.45,0,0.2088466520489519,493.3830059404856,-577.0
No new measures,0.45,0,-0.03911937052013,385.0294166182188,-577.0
No new measures,0.45,0,0.1165567279351846,449.88672849563306,-577.0
Mild tariffs / tighter language,0.3,1,-0.1235556227020774,353.85367703926426,2537.6322960735743
No new measures,0.45,0,0.3457149121909013,565.7509823504188,-577.0
No new measures,0.45,0,-0.1261670570041783,352.9308169278554,2629.9183072144597
No new measures,0.45,0,0.0989760487510352,442.0465341598395,-577.0
Mild tariffs / tighter language,0.3,1,0.0778825954724473,432.81989914282485,-577.0
No new measures,0.45,0,0.0109403368136159,404.7944654219765,-577.0
Aggressive tariffs / restrictions,0.2,2,-0.0612164601728103,376.614699848716,261.5300151284014
No new measures,0.45,0,0.0927468465544642,439.3014954950012,-577.0
Aggressive tariffs / restrictions,0.2,2,0.042212128227582,417.6531222441649,-577.0
No new measures,0.45,0,-0.0218409364402087,391.73992863392033,-577.0
Aggressive tariffs / restrictions,0.2,2,-0.4126633873075514,265.01216255900295,2923.0
Aggressive tariffs / restrictions,0.2,2,0.0121706507871613,405.2927961979984,-577.0
Aggressive + retaliation,0.05,3,0.1601076248654879,469.91260638613744,-577.0
Aggressive tariffs / restrictions,0.2,2,-0.1509688807364742,344.28514639508063,2923.0
Aggressive tariffs / restrictions,0.2,2,-0.0400873801921357,384.6568847552387,-542.6884755238707
Mild tariffs / tighter language,0.3,1,0.1029458706840971,443.8048680135277,-577.0
Aggressive tariffs / restrictions,0.2,2,-0.2138308004691107,323.3089307973862,2923.0
No new measures,0.45,0,-0.2217906239024517,320.74566390353675,2923.0
Mild tariffs / tighter language,0.3,1,0.0117658629986618,405.1287718231023,-577.0
Mild tariffs / tighter language,0.3,1,0.1145814810047431,448.9989681776877,-577.0
Aggressive tariffs / restrictions,0.2,2,-0.0572341014423021,378.1175050553092,111.24949446907908
Mild tariffs / tighter language,0.3,1,0.5541998430288785,696.897925522764,-577.0
No new measures,0.45,0,-0.0363324854755429,386.1039459405026,-577.0
Mild tariffs / tighter language,0.3,1,-0.157456641511387,342.05873674283816,2923.0
No new measures,0.45,0,0.0819740118338202,434.5943731403343,-577.0
No new measures,0.45,0,0.1896831782345409,484.0180923585957,-577.0
Mild tariffs / tighter language,0.3,1,-0.2541223493039705,310.5412551532438,2923.0
No new measures,0.45,0,0.0882649210873667,437.3369846188051,-577.0
No new measures,0.45,0,0.2029604099954153,490.4873647256032,-577.0
No new measures,0.45,0,-0.008349371896205,397.060926748847,-577.0
No new measures,0.45,0,-0.0170918829016269,393.6047470846855,-577.0
No new measures,0.45,0,0.0815520509487452,434.41102999853297,-577.0
No new measures,0.45,0,0.0043785896025924,402.14700195965935,-577.0
Mild tariffs / tighter language,0.3,1,0.179559073264655,479.1425642076752,-577.0
No new measures,0.45,0,0.1653182612551642,472.3675404428704,-577.0
Aggressive tariffs / restrictions,0.2,2,0.3136254946551596,547.8845575467761,-577.0
Aggressive tariffs / restrictions,0.2,2,-0.1707032396735207,337.5575009601956,2922.9999999999995
Mild tariffs / tighter language,0.3,1,-0.1178305621110133,355.8853208735628,2334.467912643718
No new measures,0.45,0,-0.1063796225867234,359.9839640321575,1924.6035967842527
Mild tariffs / tighter language,0.3,1,0.0823398315972926,434.7533854342695,-577.0
Aggressive tariffs / restrictions,0.2,2,-0.1102203719904224,358.6040075667974,2062.599243320259
Mild tariffs / tighter language,0.3,1,0.112981629865899,448.2812109725429,-577.0
Aggressive tariffs / restrictions,0.2,2,-0.0600860515572773,377.0406690644376,218.93309355623774
Mild tariffs / tighter language,0.3,1,0.0302099504447588,412.6703371705746,-577.0
Mild tariffs / tighter language,0.3,1,0.0705135345445947,429.64214584422064,-577.0
No new measures,0.45,0,0.1373965232375955,459.3606502495632,-577.0
Mild tariffs / tighter language,0.3,1,0.2551228937743919,516.7514489184653,-577.0
No new measures,0.45,0,0.1745095090959326,476.7292014268656,-577.0
Mild tariffs / tighter language,0.3,1,-0.0442709202162387,383.0510187268758,-382.1018726875782
Aggressive tariffs / restrictions,0.2,2,-0.3623724478729305,278.6806940965393,2923.0
No new measures,0.45,0,0.0839175728636706,435.4398551845927,-577.0
Mild tariffs / tighter language,0.3,1,0.1993418055090127,488.71569237108207,-577.0
No new measures,0.45,0,0.1427728623185549,461.8369796942801,-577.0
Mild tariffs / tighter language,0.3,1,-0.1342572330001376,350.0870632489015,2914.2936751098528
No new measures,0.45,0,-0.0250885522123638,390.469771470687,-577.0
Aggressive tariffs / restrictions,0.2,2,-0.2957141743425328,297.8901916931121,2923.0
No new measures,0.45,0,-0.0446724039057177,382.89726085832217,-366.726085832217
Aggressive + retaliation,0.05,3,-0.3560584394017481,280.44585311005005,2923.0
Aggressive tariffs / restrictions,0.2,2,0.0976112716525391,441.4436506679184,-577.0
Mild tariffs / tighter language,0.3,1,0.079940770580846,433.7116356458078,-577.0
Aggressive tariffs / restrictions,0.2,2,-0.0990489638929568,362.6325797957381,1659.7420204261916
Aggressive tariffs / restrictions,0.2,2,0.3118575939679426,546.9168077557903,-577.0
Aggressive tariffs / restrictions,0.2,2,-0.1585859879225268,341.6726519888494,2923.0
No new measures,0.45,0,0.0825324568345839,434.83713797446944,-577.0
Mild tariffs / tighter language,0.3,1,0.0974610618762324,441.3773464957917,-577.0
No new measures,0.45,0,-0.0329375130531441,387.41698579504106,-577.0
Mild tariffs / tighter language,0.3,1,0.024839224622509,410.4599389691911,-577.0
No new measures,0.45,0,0.0769774164851084,432.4282969266056,-577.0
Mild tariffs / tighter language,0.3,1,0.1598047741049028,469.7703145435688,-577.0
Mild tariffs / tighter language,0.3,1,0.0402633900630781,416.84001818609727,-577.0
Mild tariffs / tighter language,0.3,1,0.0775624720064202,432.68136551166185,-577.0
Mild tariffs / tighter language,0.3,1,-0.0563637361975822,378.4467486504362,78.32513495638227
Aggressive tariffs / restrictions,0.2,2,0.3222608761032177,552.636236442973,-577.0
Aggressive tariffs / restrictions,0.2,2,-0.2988100875713961,296.96937562669854,2923.000000000001
Mild tariffs / tighter language,0.3,1,-0.0940571485906667,364.4473002630717,1478.2699736928275
Mild tariffs / tighter language,0.3,1,-0.097279627967334,363.27476660153206,1595.5233398467935
